ID documento;Estado factura;Tipo documento;Fecha factura;Reembolso;Id documento externo;Fecha contabilizacion;Id pedido compra;Estado;ID proveedor;Nombre proveedor;Importe factura;Importe neto;Importe impuesto;Importe bruto
FP-102406;Pagado;Factura;16/4/2021;#;MS 1050;30/4/2021;24235;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/30/2021;16102,45205479452;1175479;0
FP-102407;Pagado;Factura;16/4/2021;#;MS 1049;30/4/2021;24233;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/30/2021;20816,33333333333;62449;0
FP-102408;Pagado;Factura;16/4/2021;#;MS 1052;30/4/2021;24237;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/30/2021;11877,47421276596;2791206,44;0
FP-102409;Pagado;Factura;16/4/2021;#;MS 1051;30/4/2021;24210;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/30/2021;7405,409244444444;1666217,08;0
FP-103099;Pagado;Factura;30/4/2021;#;MS 1084;30/4/2021;24421;Finalizado;P000872;ECOLOGY COLOMBIA SAS;05/06/2021;7405,409244444444;1666217,08;0
FP-103141;Pagado;Factura;30/4/2021;#;MS 1085;30/4/2021;24426;Finalizado;P000872;ECOLOGY COLOMBIA SAS;05/07/2021;6233,493446808511;1464870,96;0
FP-103142;Pagado;Factura;30/4/2021;#;MS 1083;30/4/2021;24424;Finalizado;P000872;ECOLOGY COLOMBIA SAS;05/07/2021;15981,27866666667;1198595,9;0
FP-103143;Pagado;Factura;30/4/2021;#;MS 1082;30/4/2021;24425;Finalizado;P000872;ECOLOGY COLOMBIA SAS;05/07/2021;58912,0125106383;13844322,94;0
FP-103408;Pagado;Factura;18/5/2021;#;MS 1104;31/5/2021;24564;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/01/2021;36527,96077720207;7049896,43;0
FP-103957;Pagado;Factura;18/5/2021;#;MS 1106;31/5/2021;24547;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/01/2021;7405,409244444444;1666217,08;0
FP-104726;Pagado;Factura;31/5/2021;#;MS 1160;31/5/2021;24666;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/04/2021;89351,56191709844;17244851,45;0
FP-104727;Pagado;Factura;31/5/2021;#;MS 1162;31/5/2021;24658;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/04/2021;7405,409244444444;1666217,08;0
FP-104728;Pagado;Factura;31/5/2021;#;MS 1161;31/5/2021;24664;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/04/2021;15945,66195121951;653772,14;0
FP-104729;Pagado;Factura;31/5/2021;#;MS 1163;31/5/2021;24665;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/04/2021;9623,696476683937;1857373,42;0
FP-104809;Pagado;Factura;18/5/2021;#;MS 1105;31/5/2021;24582;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/08/2021;15679,34285714286;1017014,6;0
FP-104810;Pagado;Factura;18/5/2021;#;MS 1107;31/5/2021;24566;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/08/2021;4005,481243523316;773057,88;0
FP-105010;Pagado;Factura;16/6/2021;#;1186;30/6/2021;24837;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/30/2021;13008,43316062176;2510627,6;0
FP-105018;Pagado;Factura;16/6/2021;#;MS 1183;30/6/2021;24836;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/30/2021;113413,0056476684;21888710,09;0
FP-105021;Pagado;Factura;16/6/2021;#;MS 1185;30/6/2021;24835;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/30/2021;7405,409244444444;1666217,08;0
FP-105197;Pagado;Factura;30/6/2021;#;MS1241;30/6/2021;24976;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/08/2021;7405,409244444444;1666217,08;0
FP-105200;Pagado;Factura;30/6/2021;#;MS1242;30/6/2021;24978;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/08/2021;13830,68528497409;2669322,26;0
FP-105202;Pagado;Factura;30/6/2021;#;MS1239;30/6/2021;24979;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/08/2021;122136,4749740933;23572339,67;0
FP-105206;Pagado;Factura;16/6/2021;#;MS1184;30/6/2021;25012;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/08/2021;15926,93941176471;812273,91;0
FP-105207;Pagado;Factura;30/6/2021;#;MS1240;30/6/2021;25011;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/08/2021;16052,24430769231;1043395,88;0
FP-108141;Pagado;Factura;19/7/2021;#;MS1268;30/7/2021;25196;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/04/2021;118163,7244041451;22805598,81;0
FP-108142;Pagado;Factura;19/7/2021;#;FMS1269;30/7/2021;25204;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/04/2021;16037,64979591837;785844,84;0
FP-108143;Pagado;Factura;19/7/2021;#;MS1270;30/7/2021;25195;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/04/2021;7405,409244444444;1666217,08;0
FP-108144;Pagado;Factura;1/7/2021;#;MS1271;30/7/2021;25201;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/04/2021;13134,92362694301;2535040,26;0
FP-108161;Pagado;Factura;31/7/2021;#;MS1316;30/7/2021;25343;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/05/2021;123559,7599481865;23847033,67;0
FP-108162;Pagado;Factura;31/7/2021;#;MS1317;30/7/2021;25346;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/05/2021;15948,80830188679;845286,84;0
FP-108163;Pagado;Factura;31/7/2021;#;MS1318;30/7/2021;25329;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/05/2021;7405,409244444444;1666217,08;0
FP-108164;Pagado;Factura;31/7/2021;#;MS1319;31/7/2021;25344;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/05/2021;14115,08730569948;2724211,85;0
FP-109461;Pagado;Factura;17/8/2021;#;MS1346;27/8/2021;25588;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/27/2021;111983,9596347032;24524487,16;0
FP-109462;Parcialmente pagado;Factura;17/8/2021;#;MS1347;27/8/2021;25586;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/27/2021;15797,50725490196;805672,87;0
FP-109463;Parcialmente pagado;Factura;17/8/2021;#;MS1348;27/8/2021;25576;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/27/2021;7405,409244444444;1666217,08;0
FP-109464;Parcialmente pagado;Factura;17/8/2021;#;MS1349;27/8/2021;25589;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/27/2021;12467,37945205479;2730356,1;0
FP-110720;Parcialmente pagado;Factura;31/8/2021;#;MS1397;31/8/2021;25728;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/06/2021;97572,2605479452;21368325,06;0
FP-110721;Parcialmente pagado;Factura;31/8/2021;#;MS1398;31/8/2021;25729;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/06/2021;31312,64648648649;1158567,92;0
FP-110722;Parcialmente pagado;Factura;31/8/2021;#;MS1399;31/8/2021;25731;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/06/2021;15818,46279069767;680193,9;0
FP-110723;Parcialmente pagado;Factura;31/8/2021;#;MS1400;31/8/2021;25732;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/06/2021;3702,701866666667;833107,92;0
FP-110724;Parcialmente pagado;Factura;31/8/2021;#;MS1401;31/8/2021;25730;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/06/2021;12272,2899543379;2687631,5;0
FP-111040;Parcialmente pagado;Factura;18/9/2021;#;MS1448;28/9/2021;26027;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/28/2021;120185,5915068493;26320644,54;0
FP-111041;Parcialmente pagado;Factura;18/9/2021;#;MS1449;28/9/2021;26033;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/28/2021;30068,14518518519;811839,92;0
FP-111042;Parcialmente pagado;Factura;18/9/2021;#;MS1450;28/9/2021;26034;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/28/2021;14347,89655172414;416089;0
FP-111043;Parcialmente pagado;Factura;18/9/2021;#;MS1451;28/9/2021;26035;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/28/2021;3702,701866666667;833107,92;0
FP-111044;Parcialmente pagado;Factura;18/9/2021;#;MS1452;28/9/2021;26021;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/28/2021;12420,93;2720183,67;0
FP-111761;Parcialmente pagado;Factura;30/9/2021;#;MS1505;30/9/2021;26167;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/07/2021;106902,9710502283;23411750,66;0
FP-111762;Parcialmente pagado;Factura;30/9/2021;#;MS1506;30/9/2021;26180;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/07/2021;29808,03631578947;566352,69;0
FP-111763;Parcialmente pagado;Factura;30/9/2021;#;MS1507;30/9/2021;26181;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/07/2021;15493,97435897436;604265;0
FP-111764;Parcialmente pagado;Factura;30/9/2021;#;MS1508;30/9/2021;26137;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/07/2021;3702,701866666667;833107,92;0
FP-111765;Parcialmente pagado;Factura;30/9/2021;#;MS1509;30/9/2021;26168;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/07/2021;12188,67922374429;2669320,75;0
FP-112676;Parcialmente pagado;Factura;20/10/2021;#;MS1554;29/10/2021;26401;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/29/2021;101497,7018721461;22227996,71;0
FP-112677;Parcialmente pagado;Factura;20/10/2021;#;MS 1555;29/10/2021;26406;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/29/2021;30866,29555555556;833389,98;0
FP-112678;Parcialmente pagado;Factura;20/10/2021;#;MS1556;29/10/2021;26409;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/29/2021;15531,31481481481;419345,5;0
FP-112679;Parcialmente pagado;Factura;20/10/2021;#;MS1557;29/10/2021;26398;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/29/2021;3702,701866666667;833107,92;0
FP-112680;Parcialmente pagado;Factura;20/10/2021;#;MS1558;29/10/2021;26402;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/29/2021;12207,25429223744;2673388,69;0
FP-113834;Parcialmente pagado;Factura;30/10/2021;#;MS1603;31/10/2021;26548;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/04/2021;90967,17566210046;19921811,47;0
FP-113835;Parcialmente pagado;Factura;30/10/2021;#;MS1604;31/10/2021;26546;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/04/2021;30923,8824;773097,06;0
FP-113836;Parcialmente pagado;Factura;30/10/2021;#;MS1605;31/10/2021;26547;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/04/2021;15716,93;392923,25;0
FP-113837;Parcialmente pagado;Factura;30/10/2021;#;MS1606;31/10/2021;26523;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/04/2021;3702,701866666667;833107,92;0
FP-113838;Parcialmente pagado;Factura;30/10/2021;#;MS1607;31/10/2021;26543;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/04/2021;10525,05424657534;2304986,88;0
FP-114081;Parcialmente pagado;Factura;18/11/2021;#;MS1633;29/11/2021;26775;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/29/2021;30710,30086956522;706336,92;0
FP-114082;Parcialmente pagado;Factura;18/11/2021;#;MS1634;29/11/2021;26776;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/29/2021;15504,64130434783;356606,75;0
FP-114083;Parcialmente pagado;Factura;18/11/2021;#;MS1635;29/11/2021;26751;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/29/2021;3702,701866666667;833107,92;0
FP-114084;Parcialmente pagado;Factura;18/11/2021;#;MS1636;29/11/2021;26777;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/29/2021;10823,02447488584;2370242,36;0
FP-115337;Parcialmente pagado;Factura;18/11/2021;#;MS1632;30/11/2021;26757;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/06/2021;89034,06515981736;19498460,27;0
FP-115346;Parcialmente pagado;Factura;30/11/2021;#;MS1703;30/11/2021;26839;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/06/2021;90109,41369863015;19733961,6;0
FP-115348;Parcialmente pagado;Factura;30/11/2021;#;MS1704;30/11/2021;26835;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/06/2021;30946,13777777778;835545,72;0
FP-115349;Parcialmente pagado;Factura;30/11/2021;#;MS1705;30/11/2021;26842;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/06/2021;15653,4537037037;422643,25;0
FP-115351;Parcialmente pagado;Factura;30/11/2021;#;MS1706;30/11/2021;26829;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/06/2021;3702,701866666667;833107,92;0
FP-115352;Parcialmente pagado;Factura;30/11/2021;#;MS1707;30/11/2021;26831;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/06/2021;12086,48484018265;2646940,18;0
FP-115656;Parcialmente pagado;Factura;20/12/2021;#;MS1748;28/12/2021;27092;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/28/2021;86341,189543379;18908720,51;0
FP-115657;Parcialmente pagado;Factura;20/12/2021;#;1749;28/12/2021;27107;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/28/2021;30836,4;770910;0
FP-115658;Parcialmente pagado;Factura;20/12/2021;#;1750;28/12/2021;27109;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/28/2021;15585,14;389628,5;0
FP-115659;Parcialmente pagado;Factura;20/12/2021;#;1751;28/12/2021;27084;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/28/2021;3702,701866666667;833107,92;0
FP-115660;Parcialmente pagado;Factura;20/12/2021;#;1752;28/12/2021;27085;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/28/2021;12225,84150684932;2677459,29;0
FP-117880;Parcialmente pagado;Factura;31/12/2021;#;MS1808;31/12/2021;27226;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/11/2022;81624,93630136986;17875861,05;0
FP-117881;Parcialmente pagado;Factura;31/12/2021;#;MS1809;31/12/2021;27237;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/11/2022;30891,04137931034;895840,2;0
FP-117882;Parcialmente pagado;Factura;31/12/2021;#;MS1810;31/12/2021;27238;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/11/2022;15485,29310344828;449073,5;0
FP-117883;Parcialmente pagado;Factura;31/12/2021;#;MS1811;31/12/2021;27239;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/11/2022;16366;81830;0
FP-117884;Parcialmente pagado;Factura;31/12/2021;#;MS1812;31/12/2021;27225;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/11/2022;3702,701866666667;833107,92;0
FP-117885;Parcialmente pagado;Factura;31/12/2021;#;MS1817;31/12/2021;27227;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/11/2022;11584,81643835616;2537074,8;0
FP-99976;Pagado;Factura;18/1/2021;#;MS 729;31/1/2021;23128;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/04/2021;7405,409244444444;1666217,08;0
FP-99983;Pagado;Factura;18/1/2021;#;MS 726;31/1/2021;23132;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/04/2021;93101,04741935484;20202927,29;0
FP-99984;Pagado;Factura;18/1/2021;#;MS 727;31/1/2021;23129;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/04/2021;25841,8;129209;0
FP-99985;Pagado;Factura;18/1/2021;#;MS 728;31/1/2021;23133;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/04/2021;15752,07852459016;960876,79;0
FP-99986;Pagado;Factura;18/1/2021;#;MS 730;31/1/2021;23134;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/04/2021;11258,85373271889;2443171,26;0
ND-17539;Pagado;Nota de crédito;18/1/2021;#;RET-FP-99976;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/04/2021;3573,92;-7147,84;0
ND-17541;Pagado;Nota de crédito;18/1/2021;#;RET-FP-99984;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/04/2021;277,13;-554,26;0
ND-17542;Pagado;Nota de crédito;18/1/2021;#;RET-FP-99983;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/04/2021;43330,68;-86661,36;0
ND-17543;Pagado;Nota de crédito;18/1/2021;#;RET-FP-99985;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/04/2021;2060,925;-4121,85;0
ND-17544;Pagado;Nota de crédito;18/1/2021;#;RET-FP-99986;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/04/2021;5240,625;-10481,25;0
ND-17659;Pagado;Nota de crédito;30/1/2021;#;RET-FP-100111;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;409,11;-818,22;0
ND-17675;Pagado;Nota de crédito;18/1/2021;#;RET-FP-100137;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;131,81;-263,62;0
ND-17676;Pagado;Nota de crédito;18/1/2021;#;RET-FP-100138;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;404,25;-808,5;0
ND-17691;Pagado;Nota de crédito;30/1/2021;#;RET-FP-100161;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;56,615;-113,23;0
ND-17692;Pagado;Nota de crédito;30/1/2021;#;RET-FP-100162;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;6,57;-13,14;0
ND-17694;Pagado;Nota de crédito;30/1/2021;#;RET-FP-100107;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;5092,41;-10184,82;0
ND-17695;Pagado;Nota de crédito;30/1/2021;#;RET-FP-100113;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;3517,36;-7034,72;0
ND-17696;Pagado;Nota de crédito;30/1/2021;#;RET-FP-100160;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;2390,57;-4781,14;0
ND-17697;Pagado;Nota de crédito;30/1/2021;#;RET-FP-100133;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;45772,71;-91545,42;0
ND-17698;Pagado;Nota de crédito;30/1/2021;#;RET-FP-100134;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;38,435;-76,87;0
ND-17699;Pagado;Nota de crédito;30/1/2021;#;RET-FP-100135;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;737,04;-1474,08;0
ND-17700;Pagado;Nota de crédito;18/1/2021;#;RET-FP-100136;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;695,575;-1391,15;0
ND-17701;Pagado;Nota de crédito;18/1/2021;#;RET-FP-100139;31/1/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;152,6;-305,2;0
ND-17765;Pagado;Nota de crédito;16/2/2021;#;RET-FP-100898;28/2/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/04/2021;49785,105;-99570,21;0
ND-17766;Pagado;Nota de crédito;28/2/2021;#;RET-FP-100899;28/2/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/04/2021;42190,32;-84380,64;0
ND-17810;Pagado;Nota de crédito;28/2/2021;#;RET-FP-100904;28/2/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/08/2021;4869,81;-9739,62;0
ND-17819;Pagado;Nota de crédito;16/2/2021;#;RET-FP-100956;28/2/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;138,55;-277,1;0
ND-17880;Pagado;Nota de crédito;16/2/2021;#;RET-FP-100978;28/2/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;5638,125;-11276,25;0
ND-17881;Pagado;Nota de crédito;28/2/2021;#;RET-FP-100954;28/2/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;3573,92;-7147,84;0
ND-17882;Pagado;Nota de crédito;16/2/2021;#;RET-FP-100955;28/2/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;3573,92;-7147,84;0
ND-17883;Pagado;Nota de crédito;16/2/2021;#;RET-FP-100957;28/2/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;2025,48;-4050,96;0
ND-17891;Pagado;Nota de crédito;28/2/2021;#;RET-FP-101026;28/2/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;415,68;-831,36;0
ND-17894;Pagado;Nota de crédito;28/2/2021;#;RET-FP-101028;28/2/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;2301,685;-4603,37;0
ND-17961;Pagado;Nota de crédito;16/3/2021;#;RET-FP-101318;30/3/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/30/2021;267,89;-535,78;0
ND-17963;Pagado;Nota de crédito;17/3/2021;#;RET-FP-101316;30/3/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/30/2021;3573,92;-7147,84;0
ND-17964;Pagado;Nota de crédito;16/2/2021;#;RET-FP-101317;30/3/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/30/2021;2167,19;-4334,38;0
ND-17965;Pagado;Nota de crédito;16/3/2021;#;RET-FP-101319;30/3/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/30/2021;5616,15;-11232,3;0
ND-17966;Pagado;Nota de crédito;16/3/2021;#;RET-FP-101320;30/3/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/30/2021;51642,99;-103285,98;0
ND-18111;Pagado;Nota de crédito;30/3/2021;#;RET-FP-102046;31/3/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/07/2021;2117,595;-4235,19;0
ND-18112;Pagado;Nota de crédito;30/3/2021;#;RET-FP-102047;31/3/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/07/2021;5520,015;-11040,03;0
ND-18113;Pagado;Nota de crédito;30/3/2021;#;RET-FP-102048;31/3/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/07/2021;49497,795;-98995,59;0
ND-18168;Pagado;Nota de crédito;30/3/2021;#;RET-FP-102102;1/4/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/09/2021;3573,92;-7147,84;0
ND-18194;Pagado;Nota de crédito;16/4/2021;#;RET-FP-102389;28/4/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/28/2021;53637,81;-107275,62;0
ND-18201;Pagado;Nota de crédito;30/12/2020;#;RET-FP-98352;1/4/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/28/2021;45291,805;-90583,61;0
ND-18211;Pagado;Nota de crédito;16/4/2021;#;RET-FP-102407;30/4/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/30/2021;133,945;-267,89;0
ND-18212;Pagado;Nota de crédito;16/4/2021;#;RET-FP-102406;30/4/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/30/2021;2521,22;-5042,44;0
ND-18213;Pagado;Nota de crédito;16/4/2021;#;RET-FP-102408;30/4/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/30/2021;5986,77;-11973,54;0
ND-18309;Pagado;Nota de crédito;16/4/2021;#;RET-FP-102409;30/4/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;05/06/2021;3573,92;-7147,84;0
ND-18311;Pagado;Nota de crédito;30/4/2021;#;RET-FP-103099;30/4/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;05/06/2021;3573,92;-7147,84;0
ND-18351;Pagado;Nota de crédito;30/4/2021;#;RET-FP-103141;30/4/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;05/07/2021;5236,47;-5236,47;0
ND-18352;Pagado;Nota de crédito;30/4/2021;#;RET-FP-103142;30/4/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;05/07/2021;2570,815;-5141,63;0
ND-18353;Pagado;Nota de crédito;30/4/2021;#;RET-FP-103143;30/4/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;05/07/2021;49487,94;-49487,94;0
ND-18400;Pagado;Nota de crédito;18/5/2021;#;RET-FP-103408;31/5/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/01/2021;15120,475;-30240,95;0
ND-18438;Pagado;Nota de crédito;18/5/2021;#;RET-FP-103957;31/5/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/01/2021;3573,92;-7147,84;0
ND-18443;Pagado;Nota de crédito;31/5/2021;#;RET-FP-104726;31/5/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/04/2021;36986,125;-73972,25;0
ND-18444;Pagado;Nota de crédito;31/5/2021;#;RET-FP-104727;31/5/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/04/2021;3573,92;-7147,84;0
ND-18445;Pagado;Nota de crédito;31/5/2021;#;RET-FP-104728;31/5/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/04/2021;1402,25;-2804,5;0
ND-18446;Pagado;Nota de crédito;31/5/2021;#;RET-FP-104729;31/5/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/04/2021;3983,855;-7967,71;0
ND-18525;Pagado;Nota de crédito;18/5/2021;#;RET-FP-104809;31/5/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/08/2021;2181,34;-4362,68;0
ND-18526;Pagado;Nota de crédito;18/5/2021;#;RET-FP-104810;31/5/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/08/2021;1658,06;-3316,12;0
ND-18639;Pagado;Nota de crédito;16/6/2021;#;RET-FP-105010;30/6/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/30/2021;5384,875;-10769,75;0
ND-18640;Pagado;Nota de crédito;16/6/2021;#;RET-FP-105018;30/6/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/30/2021;46946,31;-93892,62;0
ND-18641;Pagado;Nota de crédito;16/6/2021;#;RET-FP-105021;30/6/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/30/2021;3573,92;-7147,84;0
ND-18751;Pagado;Nota de crédito;30/6/2021;#;RET-FP-105197;30/6/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/08/2021;3573,92;-7147,84;0
ND-18754;Pagado;Nota de crédito;30/6/2021;#;RET-FP-105200;30/6/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/08/2021;5725,115;-11450,23;0
ND-18758;Pagado;Nota de crédito;30/6/2021;#;RET-FP-105202;30/6/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/08/2021;50557,02;-101114,04;0
ND-18762;Pagado;Nota de crédito;16/6/2021;#;RET-FP-105206;30/6/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/08/2021;1742,34;-3484,68;0
