ID documento;Estado factura;Tipo documento;Fecha factura;Reembolso;Id documento externo;Fecha contabilizacion;Id pedido compra;Estado;ID proveedor;Nombre proveedor;Importe factura;Importe neto;Importe impuesto;Importe bruto
ND-12745;Pagado;Nota de crédito;16/8/2019;#;RET-FP-67918;31/8/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/11/2019;73415,98;-146831,96;0
ND-12747;Pagado;Nota de crédito;16/8/2019;#;RET-FP-67921;31/8/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/11/2019;1131,2;-2262,4;0
ND-12748;Pagado;Nota de crédito;31/8/2019;#;RET-FP-67924;31/8/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/11/2019;208,835;-417,67;0
ND-12751;Pagado;Nota de crédito;16/8/2019;#;RET-FP-67922;31/8/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/11/2019;1774,36;-3548,72;0
ND-12752;Pagado;Nota de crédito;16/8/2019;#;RET-FP-67923;16/8/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/11/2019;5510,61;-11021,22;0
ND-13375;Pagado;Nota de crédito;16/9/2019;#;RET-FP-70192;30/9/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/15/2019;64595,93;-129191,86;0
ND-13376;Pagado;Nota de crédito;16/9/2019;#;RET-FP-70193;30/9/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/15/2019;3494,255;-6988,51;0
ND-13377;Pagado;Nota de crédito;16/9/2019;#;RET-FP-70194;30/9/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/15/2019;865,535;-1731,07;0
ND-13378;Pagado;Nota de crédito;16/9/2019;#;RET-FP-70195;30/9/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/15/2019;993,19;-1986,38;0
ND-13379;Pagado;Nota de crédito;16/9/2019;#;RET-FP-70196;30/9/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/15/2019;189,815;-379,63;0
ND-13380;Pagado;Nota de crédito;30/9/2019;#;RET-FP-70197;30/9/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/15/2019;64771,175;-129542,35;0
ND-13381;Pagado;Nota de crédito;30/9/2019;#;RET-FP-70198;30/9/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/15/2019;4054,055;-8108,11;0
ND-13382;Pagado;Nota de crédito;30/9/2019;#;RET-FP-70199;30/9/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/15/2019;1287,55;-2575,1;0
ND-13383;Pagado;Nota de crédito;30/9/2019;#;RET-FP-70200;30/9/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/15/2019;695,23;-1390,46;0
ND-13384;Pagado;Nota de crédito;30/9/2019;#;RET-FP-70201;30/9/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/15/2019;170,83;-341,66;0
ND-13385;Pagado;Nota de crédito;30/9/2019;#;RET-FP-70202;30/9/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/15/2019;3388,27;-6776,54;0
ND-13646;Pagado;Nota de crédito;16/10/2019;#;RET-FP-72147;31/10/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/07/2019;1051,9;-2103,8;0
ND-13647;Pagado;Nota de crédito;16/10/2019;#;RET-FP-72148;31/10/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/07/2019;170,865;-341,73;0
ND-13648;Pagado;Nota de crédito;16/10/2019;#;RET-FP-72144;31/10/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/07/2019;63328,65;-126657,3;0
ND-13649;Pagado;Nota de crédito;16/10/2019;#;RET-FP-72145;31/10/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/07/2019;3214,4;-6428,8;0
ND-13650;Pagado;Nota de crédito;16/10/2019;#;RET-FP-72146;16/10/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/07/2019;1841,28;-3682,56;0
ND-13654;Pagado;Nota de crédito;31/10/2019;#;RET-FP-72156;31/10/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/07/2019;1212,98;-2425,96;0
ND-13655;Pagado;Nota de crédito;31/10/2019;#;RET-FP-72158;31/10/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/07/2019;246,805;-493,61;0
ND-13663;Pagado;Nota de crédito;31/10/2019;#;RET-FP-72149;31/10/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/07/2019;3647,84;-7295,68;0
ND-13664;Pagado;Nota de crédito;31/10/2019;#;RET-FP-72152;31/10/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/07/2019;69396,1;-138792,2;0
ND-13665;Pagado;Nota de crédito;31/10/2019;#;RET-FP-72155;31/10/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/07/2019;1638,5;-3277;0
ND-13666;Pagado;Nota de crédito;31/10/2019;#;RET-FP-72161;31/10/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/07/2019;3387,17;-6774,34;0
ND-13991;Pagado;Nota de crédito;30/11/2019;#;RET-FP-74125;30/11/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/11/2019;246,83;-493,66;0
ND-13992;Pagado;Nota de crédito;20/11/2019;#;RET-FP-74130;30/11/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/12/2019;958,96;-1917,92;0
ND-13993;Pagado;Nota de crédito;20/11/2019;#;RET-FP-74131;30/11/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/12/2019;208,835;-417,67;0
ND-13994;Pagado;Nota de crédito;20/11/2019;#;RET-FP-74128;30/11/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/12/2019;2868,3;-5736,6;0
ND-13995;Pagado;Nota de crédito;20/11/2019;#;RET-FP-74129;30/11/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/12/2019;2370,465;-4740,93;0
ND-13996;Pagado;Nota de crédito;30/11/2019;#;RET-FP-74122;30/11/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/12/2019;61991,76;-123983,52;0
ND-13997;Pagado;Nota de crédito;30/11/2019;#;RET-FP-74123;30/11/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/12/2019;3389,425;-6778,85;0
ND-13998;Pagado;Nota de crédito;30/11/2019;#;RET-FP-74124;30/11/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/12/2019;1645,1;-3290,2;0
ND-13999;Pagado;Nota de crédito;30/11/2019;#;RET-FP-74126;30/11/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/12/2019;3386,88;-6773,76;0
ND-14000;Pagado;Nota de crédito;20/11/2019;#;RET-FP-74127;30/11/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/12/2019;50747,16;-101494,32;0
ND-14268;Pagado;Nota de crédito;30/11/2019;#;RET-FP-74412;30/11/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/16/2019;1050,91;-2101,82;0
ND-14359;Pagado;Nota de crédito;27/12/2019;#;RET-FP-74656;31/12/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/08/2020;2207,065;-4414,13;0
ND-14360;Pagado;Nota de crédito;27/12/2019;#;RET-FP-74657;31/12/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/08/2020;906,455;-1812,91;0
ND-14361;Pagado;Nota de crédito;27/12/2019;#;RET-FP-74658;31/12/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/08/2020;783,81;-1567,62;0
ND-14363;Pagado;Nota de crédito;16/12/2019;#;RET-FP-74661;31/12/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/08/2020;189,85;-379,7;0
ND-14369;Pagado;Nota de crédito;27/12/2019;#;RET-FP-74655;31/12/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/08/2020;45103,29;-90206,58;0
ND-14370;Pagado;Nota de crédito;27/12/2019;#;RET-FP-74659;31/12/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/08/2020;3386,88;-6773,76;0
ND-14371;Pagado;Nota de crédito;16/12/2019;#;RET-FP-74660;31/12/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/08/2020;66135,49;-132270,98;0
ND-14409;Pagado;Nota de crédito;27/12/2019;#;RET-FP-74715;31/12/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/09/2020;151,88;-303,76;0
ND-14410;Pagado;Nota de crédito;16/12/2019;#;RET-FP-74716;31/12/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/09/2020;1483,99;-2967,98;0
ND-14411;Pagado;Nota de crédito;16/12/2019;#;RET-FP-74717;31/12/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/09/2020;2877,095;-5754,19;0
ND-9599;Pagado;Nota de crédito;31/1/2019;#;RET-FP-52466;31/1/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/14/2019;96574,56;-193149,12;0
ND-9788;Pagado;Nota de crédito;3/2/2019;#;RET-FP-52693;3/2/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/04/2019;79724,4;-159448,8;0
ND-9789;Pagado;Nota de crédito;18/2/2019;#;RET-FP-52694;28/2/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/05/2019;91840,63;-183681,26;0
ND-9920;Pagado;Nota de crédito;28/2/2019;#;RET-FP-52847;28/2/2019;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/11/2019;72704,975;-145409,95;0
FP-80173;Pagado;Factura;16/1/2020;#;14;31/1/2020;18929;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/12/2020;96630,24701195219;24254192;0
FP-80174;Pagado;Factura;16/1/2020;#;15;31/1/2020;18928;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/12/2020;30801,04133333333;1386046,86;0
FP-80175;Pagado;Factura;16/1/2020;#;16;31/1/2020;18931;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/12/2020;15669,54739726027;1143876,96;0
FP-80180;Pagado;Factura;31/1/2020;#;20;31/1/2020;18950;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/13/2020;114082,7171314741;28634762;0
FP-80216;Pagado;Factura;31/1/2020;#;26;31/1/2020;18970;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;6244,213438735178;1579786;0
FP-80217;Pagado;Factura;31/1/2020;#;25;31/1/2020;18969;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;4261,255185185185;115053,89;0
FP-80218;Pagado;Factura;31/1/2020;#;23;31/1/2020;18953;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;15003,81018867925;795201,94;0
FP-80219;Pagado;Factura;31/12/2019;#;24;31/1/2020;18956;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;18980,40407407407;512470,91;0
FP-80272;Pagado;Factura;31/1/2020;#;22;31/1/2020;19132;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;29817,41132075472;1580322,8;0
FP-80273;Pagado;Factura;7/1/2020;#;2;31/1/2020;19119;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;29421,1619123506;7384711,64;0
FP-80278;Pagado;Factura;7/1/2020;#;3;7/1/2020;19120;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;28224,17647058824;479811;0
FP-80279;Pagado;Factura;7/1/2020;#;4;31/1/2020;19131;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;14460,99523809524;303680,9;0
FP-80280;Pagado;Factura;7/1/2020;#;5;31/1/2020;19117;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;18148,55555555556;163337;0
FP-80281;Pagado;Factura;7/1/2020;#;6;31/1/2020;19116;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;2950;8850;0
FP-80315;Pagado;Factura;20/1/2020;#;11;31/1/2020;19159;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/15/2020;15288,31578947368;290478;0
FP-80316;Pagado;Factura;9/1/2020;#;10;31/1/2020;19160;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/15/2020;19440,69565217391;447136;0
FP-82146;Pagado;Factura;14/2/2020;#;36;14/2/2020;18932;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;20179,30434782609;464124;0
FP-82147;Pagado;Factura;17/2/2020;#;39;17/2/2020;19549;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;15084,30509090909;829636,78;0
FP-82148;Pagado;Factura;17/2/2020;#;37;29/2/2020;19548;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;119205,6988030888;30874275,99;0
FP-82149;Pagado;Factura;17/2/2020;#;38;29/2/2020;19550;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;29995,4;1649747;0
FP-82150;Pagado;Factura;17/2/2020;#;40;17/2/2020;19551;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;19529,47347826087;449177,89;0
FP-82151;Pagado;Factura;12/2/2020;#;41;29/2/2020;19553;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;4272,547586206897;123903,88;0
FP-82172;Pagado;Factura;29/2/2020;#;60;29/2/2020;19625;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;4435,103448275862;128618;0
FP-82173;Pagado;Factura;29/2/2020;#;55;29/2/2020;19552;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;111076,6400772201;28768849,78;0
FP-82175;Pagado;Factura;29/2/2020;#;61;29/2/2020;19624;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;6481,482924901186;1639815,18;0
FP-82178;Pagado;Factura;29/2/2020;#;56;29/2/2020;19617;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;30911,43463414634;1267368,82;0
FP-82179;Pagado;Factura;29/2/2020;#;57;29/2/2020;19619;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;15808,75675675676;584924;0
FP-82180;Pagado;Factura;29/2/2020;#;58;29/2/2020;19621;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;20345,1152;508627,88;0
FP-82189;Pagado;Factura;29/2/2020;#;54;29/2/2020;19647;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/11/2020;4972,254633204633;1287813,95;0
FP-84163;Pagado;Factura;31/3/2020;#;77;31/3/2020;19944;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/15/2020;47780,12280632411;12088371,07;0
FP-84165;Pagado;Factura;31/3/2020;#;81;31/3/2020;19950;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/15/2020;4240,153846153846;55122;0
FP-84166;Pagado;Factura;31/3/2020;#;80;31/3/2020;19948;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/15/2020;19696,93764705882;334847,94;0
FP-84167;Pagado;Factura;31/3/2020;#;79;31/3/2020;19947;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/15/2020;15833,10638297872;744156;0
FP-84168;Pagado;Factura;31/3/2020;#;78;31/3/2020;19946;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/15/2020;30634,11636363636;1010925,84;0
FP-84218;Pagado;Factura;16/3/2020;#;68;31/3/2020;19961;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/17/2020;116447,2642687747;29461157,86;0
FP-84222;Pagado;Factura;16/3/2020;#;70;31/3/2020;19963;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/17/2020;15539,326;854662,93;0
FP-84223;Pagado;Factura;16/3/2020;#;71;31/3/2020;19962;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/17/2020;20345,1152;508627,88;0
FP-84224;Pagado;Factura;16/3/2020;#;74;31/3/2020;19960;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/17/2020;31036,68422222222;1396650,79;0
FP-84225;Pagado;Factura;16/3/2020;#;75;31/3/2020;19958;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/17/2020;4393,782608695652;101057;0
FP-84275;Pagado;Factura;31/3/2020;#;82;31/3/2020;19945;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/20/2020;9722,233833992095;2459725,16;0
FP-86455;Pagado;Factura;16/4/2020;#;90;30/4/2020;20063;Finalizado;P000872;ECOLOGY COLOMBIA SAS;05/12/2020;15814,68888888889;711661;0
FP-86456;Pagado;Factura;30/4/2020;#;107;30/4/2020;20066;Finalizado;P000872;ECOLOGY COLOMBIA SAS;05/12/2020;25357,98824742268;2459724,86;0
FP-86457;Pagado;Factura;30/4/2020;#;106;30/4/2020;20065;Finalizado;P000872;ECOLOGY COLOMBIA SAS;05/12/2020;15831,25641025641;617419;0
FP-86458;Pagado;Factura;16/4/2020;#;88;30/4/2020;20062;Finalizado;P000872;ECOLOGY COLOMBIA SAS;05/12/2020;40572,27051546392;3935510,24;0
FP-86459;Pagado;Factura;30/4/2020;#;105;30/4/2020;20064;Finalizado;P000872;ECOLOGY COLOMBIA SAS;05/12/2020;41765,6581443299;4051268,84;0
FP-88121;Pagado;Factura;18/5/2020;#;124;31/5/2020;20187;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;5432,062041884817;1037523,85;0
FP-88122;Pagado;Factura;18/5/2020;#;122;31/5/2020;20186;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;15831,25641025641;617419;0
FP-88123;Pagado;Factura;18/5/2020;#;123;18/5/2020;20185;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;8585,415706806283;1639814,4;0
FP-88124;Pagado;Factura;18/5/2020;#;121;31/5/2020;20184;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;62225,7645026178;11885121,02;0
FP-88125;Pagado;Factura;30/5/2020;#;140;31/5/2020;20157;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;15833,10638297872;744156;0
FP-88126;Pagado;Factura;30/5/2020;#;141;31/5/2020;20158;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;8585,415706806283;1639814,4;0
FP-88127;Pagado;Factura;30/5/2020;#;139;31/5/2020;20156;Finalizado;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;87262,11272251309;16667063,53;0
FP-89006;Pagado;Factura;17/6/2020;#;157;17/6/2020;20363;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/10/2020;92766,66390243902;19017166,1;0
FP-89007;Pagado;Factura;30/6/2020;#;753;30/6/2020;20348;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/10/2020;74694,77229268293;15312428,32;0
FP-89008;Pagado;Factura;30/6/2020;#;754;30/6/2020;20349;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/10/2020;15319,91428571429;536197;0
FP-89009;Pagado;Factura;30/6/2020;#;756;30/6/2020;20347;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/10/2020;8585,415706806283;1639814,4;0
FP-89010;Pagado;Factura;30/6/2020;#;755;30/6/2020;20350;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/10/2020;10013,91375609756;2052852,32;0
FP-89011;Pagado;Factura;17/6/2020;#;158;30/6/2020;20364;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/11/2020;14824,99564102564;578174,83;0
FP-89012;Pagado;Factura;17/6/2020;#;161;17/6/2020;20365;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/11/2020;11512,53697560976;2360070,08;0
FP-89014;Pagado;Factura;17/6/2020;#;159;17/6/2020;20361;Finalizado;P000872;ECOLOGY COLOMBIA SAS;07/11/2020;8585,415706806283;1639814,4;0
FP-91295;Pagado;Factura;17/7/2020;#;199;31/7/2020;20469;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/03/2020;13057,85480225989;2311240,3;0
FP-91298;Pagado;Factura;17/7/2020;#;200;31/7/2020;20473;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/04/2020;9264,49966101695;1639816,44;0
FP-91299;Pagado;Factura;17/7/2020;#;198;31/7/2020;20472;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/04/2020;15833,10638297872;744156;0
FP-91300;Pagado;Factura;17/7/2020;#;197;31/7/2020;20468;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/04/2020;101246,7693220339;17920678,17;0
FP-92465;Pagado;Factura;30/7/2020;#;243;31/7/2020;20604;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/11/2020;15719,04651162791;675919;0
FP-92466;Pagado;Factura;31/7/2020;#;244;31/7/2020;20605;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/11/2020;7771,637914691943;1639815,6;0
FP-92467;Pagado;Factura;31/7/2020;#;246;31/7/2020;20603;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/11/2020;10211,28156398104;2154580,41;0
FP-92468;Pagado;Factura;30/7/2020;#;242;31/7/2020;20602;Finalizado;P000872;ECOLOGY COLOMBIA SAS;08/11/2020;77739,40654028436;16403014,78;0
FP-93449;Pagado;Factura;31/8/2020;#;316;31/8/2020;20900;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/08/2020;96222,95367149758;19918151,41;0
FP-93450;Pagado;Factura;31/8/2020;#;317;31/8/2020;20902;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/08/2020;15282,32540540541;565446,04;0
FP-93451;Pagado;Factura;31/8/2020;#;319;31/8/2020;20901;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/08/2020;11263,70130434783;2331586,17;0
FP-93453;Pagado;Factura;18/8/2020;#;268;31/8/2020;20897;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/08/2020;10723,12560386473;2219687;0
FP-93454;Pagado;Factura;18/8/2020;#;265;31/8/2020;20896;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/08/2020;90320,76608695652;18696398,58;0
FP-93514;Pagado;Factura;31/8/2020;#;318;31/8/2020;20899;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/10/2020;7921,821256038647;1639817;0
FP-93516;Pagado;Factura;18/8/2020;#;267;31/8/2020;20898;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/10/2020;7921,81961352657;1639816,66;0
FP-93519;Pagado;Factura;18/8/2020;#;266;31/8/2020;20908;Finalizado;P000872;ECOLOGY COLOMBIA SAS;09/10/2020;15738,35294117647;802656;0
FP-94528;Pagado;Factura;30/9/2020;#;MS 411;30/9/2020;21365;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;7288,068088888889;1639815,32;0
FP-94529;Pagado;Factura;17/9/2020;#;MS 368;30/9/2020;21367;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;7288,068088888889;1639815,32;0
FP-94530;Pagado;Factura;30/9/2020;#;MS 413;30/9/2020;21363;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;11498,34275555556;2587127,12;0
FP-94531;Pagado;Factura;30/9/2020;#;MS 410;30/9/2020;21364;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;15492,55813953488;666180;0
FP-94532;Pagado;Factura;17/9/2020;#;MS 367;30/9/2020;21366;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;15266,09302325581;656442;0
FP-94533;Pagado;Factura;17/9/2020;#;MS 369;30/9/2020;21369;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;11556,20573333333;2600146,29;0
FP-94534;Pagado;Factura;17/9/2020;#;MS 366;30/9/2020;21368;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;104664,4109333333;23549492,46;0
FP-94535;Pagado;Factura;30/9/2020;#;MS 409;30/9/2020;21362;Finalizado;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;89139,97257777778;20056493,83;0
FP-95572;Pagado;Factura;31/10/2020;#;506;31/10/2020;21818;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/06/2020;11220,81155844156;2592007,47;0
FP-95573;Pagado;Factura;31/10/2020;#;503;31/10/2020;21816;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/06/2020;92987,01593073593;21480000,68;0
FP-95574;Pagado;Factura;16/10/2020;#;449;31/10/2020;21791;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/06/2020;90067,6967965368;20805637,96;0
FP-95575;Pagado;Factura;31/10/2020;#;505;31/10/2020;21792;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/06/2020;7288,068088888889;1639815,32;0
FP-95576;Pagado;Factura;16/10/2020;#;451;31/10/2020;21764;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/06/2020;7288,068088888889;1639815,32;0
FP-95577;Pagado;Factura;16/10/2020;#;452;31/10/2020;21790;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/06/2020;10348,86134199134;2390586,97;0
FP-95583;Pagado;Factura;16/10/2020;#;450;31/10/2020;21841;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/09/2020;15614,07317073171;640177;0
FP-95687;Pagado;Factura;31/10/2020;#;504;31/10/2020;21905;Finalizado;P000872;ECOLOGY COLOMBIA SAS;11/12/2020;15059,85365853659;617454;0
FP-96718;Pagado;Factura;17/11/2020;#;MS547;30/11/2020;22258;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/10/2020;7288,068088888889;1639815,32;0
FP-96719;Pagado;Factura;30/11/2020;#;MS602;30/11/2020;22259;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/10/2020;7288,068088888889;1639815,32;0
FP-96720;Pagado;Factura;30/11/2020;#;MS601;30/11/2020;22261;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/10/2020;15494,89710144928;1069147,9;0
FP-96721;Pagado;Factura;30/11/2020;#;MS603;30/11/2020;22262;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/10/2020;11194,34188841202;2608281,66;0
FP-96723;Pagado;Factura;17/11/2020;#;MS545;30/11/2020;22263;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/10/2020;88105,15291845494;20528500,63;0
FP-96724;Pagado;Factura;30/11/2020;#;MS600;30/11/2020;22266;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/11/2020;95641,54;22284478,82;0
FP-96823;Pagado;Factura;17/11/2020;#;MS548;30/11/2020;22264;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/15/2020;10373,54751072961;2417036,57;0
FP-96861;Pagado;Factura;17/11/2020;#;MS546;30/11/2020;22398;Finalizado;P000872;ECOLOGY COLOMBIA SAS;12/17/2020;15621,1298245614;890404,4;0
FP-98318;Pagado;Factura;16/12/2020;#;647;31/12/2020;22642;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/06/2021;10373,54961373391;2417037,06;0
FP-98319;Pagado;Factura;16/12/2020;#;MS 646;31/12/2020;22636;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/06/2021;7288,068088888889;1639815,32;0
FP-98320;Pagado;Factura;16/12/2020;#;MS 644;31/12/2020;22641;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/06/2021;27248,85285714286;190741,97;0
